time, episodes, frames, mean-epr, run-loss
09h-01m-49s, 28983, 30000000, 110.70, 13.19
09h-02m-01s, 28989, 30010000, 109.30, 11.17
09h-02m-13s, 28995, 30020000, 110.95, 12.99
09h-02m-24s, 29001, 30030000, 110.33, 13.58
09h-02m-36s, 29005, 30040000, 112.00, 13.03
09h-02m-47s, 29011, 30050000, 118.63, 24.67
09h-03m-00s, 29013, 30060000, 118.04, 23.61
09h-03m-13s, 29022, 30070000, 117.31, 22.95
09h-03m-25s, 29028, 30080000, 115.14, 20.32
09h-03m-36s, 29031, 30090000, 114.69, 19.52
09h-03m-48s, 29035, 30100000, 114.02, 17.74
09h-04m-00s, 29040, 30110000, 114.05, 17.29
09h-04m-12s, 29045, 30120000, 118.57, 21.74
09h-04m-24s, 29048, 30130000, 118.14, 21.46
09h-04m-36s, 29059, 30140000, 117.32, 18.69
09h-04m-49s, 29064, 30150000, 117.67, 19.37
09h-05m-00s, 29067, 30160000, 116.68, 18.78
09h-05m-13s, 29073, 30170000, 115.49, 16.95
09h-05m-24s, 29076, 30180000, 114.72, 17.52
09h-05m-37s, 29084, 30190000, 111.56, 14.65
09h-05m-49s, 29087, 30200000, 110.94, 13.47
09h-06m-00s, 29093, 30210000, 113.90, 17.35
09h-06m-13s, 29097, 30220000, 114.12, 17.65
09h-06m-24s, 29102, 30230000, 113.17, 15.67
09h-06m-36s, 29110, 30240000, 113.16, 14.06
09h-06m-49s, 29115, 30250000, 111.65, 12.34
09h-07m-00s, 29118, 30260000, 111.02, 11.10
09h-07m-13s, 29122, 30270000, 109.86, 9.50
09h-07m-37s, 29132, 30290000, 108.33, 7.25
09h-07m-49s, 29141, 30300000, 108.54, 8.44
09h-08m-01s, 29145, 30310000, 106.16, 7.68
09h-08m-12s, 29154, 30320000, 105.83, 9.58
09h-08m-13s, 29154, 30320000, 105.83, 9.58
09h-08m-25s, 29156, 30330000, 104.96, 9.24
09h-08m-37s, 29160, 30340000, 106.58, 11.98
09h-08m-49s, 29166, 30350000, 107.15, 13.87
09h-09m-01s, 29175, 30360000, 105.84, 11.76
09h-09m-13s, 29177, 30370000, 106.21, 11.63
09h-09m-25s, 29182, 30380000, 105.54, 10.28
09h-09m-37s, 29188, 30390000, 105.82, 9.01
09h-09m-49s, 29194, 30400000, 104.38, 6.87
09h-10m-00s, 29199, 30410000, 102.58, 4.85
09h-10m-13s, 29204, 30420000, 101.28, 3.62
09h-10m-13s, 29204, 30420000, 101.28, 3.62
09h-10m-26s, 29208, 30430000, 101.72, 3.76
09h-10m-38s, 29212, 30440000, 101.35, 2.90
09h-10m-49s, 29221, 30450000, 103.03, 6.01
09h-11m-01s, 29227, 30460000, 102.13, 6.01
09h-11m-14s, 29230, 30470000, 101.99, 6.68
09h-11m-26s, 29237, 30480000, 101.11, 5.26
09h-11m-37s, 29241, 30490000, 100.17, 4.56
09h-11m-50s, 29248, 30500000, 98.93, 3.00
09h-12m-02s, 29254, 30510000, 97.94, 3.15
09h-12m-14s, 29255, 30520000, 98.26, 3.70
09h-12m-26s, 29262, 30530000, 99.99, 3.32
09h-12m-38s, 29268, 30540000, 99.21, 1.05
09h-12m-49s, 29273, 30550000, 99.96, 2.38
09h-13m-01s, 29279, 30560000, 101.02, 4.33
09h-13m-15s, 29282, 30570000, 100.89, 3.39
09h-13m-27s, 29286, 30580000, 100.75, 3.40
09h-13m-37s, 29295, 30590000, 101.95, 3.58
09h-13m-50s, 29299, 30600000, 100.58, 2.12
09h-14m-03s, 29303, 30610000, 102.28, 5.10
09h-14m-15s, 29308, 30620000, 107.87, 13.70
09h-14m-26s, 29312, 30630000, 106.61, 12.56
09h-14m-40s, 29319, 30640000, 104.95, 9.64
09h-14m-50s, 29326, 30650000, 104.85, 10.77
09h-15m-02s, 29332, 30660000, 103.96, 10.22
09h-15m-14s, 29338, 30670000, 105.04, 12.37
09h-15m-27s, 29340, 30680000, 104.30, 11.35
09h-15m-38s, 29343, 30690000, 103.67, 9.69
09h-15m-51s, 29353, 30700000, 101.72, 7.63
09h-16m-03s, 29356, 30710000, 102.33, 8.45
09h-16m-28s, 29369, 30730000, 106.42, 15.52
09h-16m-39s, 29370, 30740000, 106.34, 14.91
09h-16m-52s, 29375, 30750000, 108.63, 16.31
09h-17m-04s, 29381, 30760000, 108.05, 15.23
09h-17m-15s, 29384, 30770000, 107.52, 14.36
09h-17m-28s, 29390, 30780000, 110.26, 16.63
09h-17m-40s, 29395, 30790000, 113.36, 21.64
09h-17m-52s, 29402, 30800000, 113.21, 22.69
09h-18m-03s, 29407, 30810000, 115.52, 24.90
09h-18m-16s, 29411, 30820000, 114.16, 22.74
09h-18m-28s, 29415, 30830000, 113.40, 22.16
09h-18m-40s, 29418, 30840000, 112.83, 21.66
09h-18m-52s, 29428, 30850000, 115.60, 21.40
09h-19m-05s, 29433, 30860000, 115.18, 18.69
09h-19m-17s, 29437, 30870000, 113.90, 16.94
09h-19m-29s, 29440, 30880000, 115.15, 17.38
09h-19m-41s, 29444, 30890000, 116.24, 18.38
09h-19m-54s, 29454, 30900000, 114.84, 17.23
09h-20m-05s, 29458, 30910000, 113.96, 15.67
09h-20m-17s, 29461, 30920000, 114.08, 15.48
09h-20m-31s, 29466, 30930000, 113.99, 13.33
09h-20m-42s, 29470, 30940000, 115.54, 15.94
09h-20m-54s, 29480, 30950000, 112.17, 12.00
09h-21m-06s, 29486, 30960000, 112.23, 9.87
09h-21m-18s, 29489, 30970000, 112.66, 11.02
09h-21m-30s, 29490, 30980000, 112.88, 10.78
09h-21m-43s, 29497, 30990000, 113.87, 11.42
09h-21m-55s, 29504, 31000000, 112.71, 9.40
09h-22m-07s, 29511, 31010000, 111.41, 7.61
09h-22m-19s, 29515, 31020000, 110.78, 7.42
09h-22m-31s, 29518, 31030000, 112.39, 9.19
09h-22m-43s, 29525, 31040000, 110.12, 7.56
09h-22m-56s, 29530, 31050000, 109.00, 5.76
09h-23m-08s, 29537, 31060000, 107.22, 5.57
09h-23m-20s, 29542, 31070000, 109.52, 8.24
09h-23m-32s, 29546, 31080000, 109.78, 9.65
09h-23m-45s, 29551, 31090000, 108.47, 8.85
09h-23m-57s, 29556, 31100000, 109.13, 10.51
09h-24m-10s, 29557, 31110000, 108.78, 9.97
09h-24m-21s, 29565, 31120000, 109.21, 8.69
09h-24m-34s, 29570, 31130000, 111.85, 11.11
09h-24m-45s, 29578, 31140000, 112.14, 10.12
09h-24m-57s, 29583, 31150000, 113.51, 12.88
09h-25m-09s, 29588, 31160000, 112.06, 9.20
09h-25m-23s, 29592, 31170000, 110.88, 8.30
09h-25m-33s, 29598, 31180000, 109.76, 7.19
09h-25m-46s, 29605, 31190000, 107.12, 5.28
09h-25m-58s, 29608, 31200000, 107.28, 6.71
09h-26m-10s, 29613, 31210000, 108.27, 7.74
09h-26m-22s, 29620, 31220000, 107.23, 7.19
09h-26m-36s, 29625, 31230000, 107.49, 10.23
09h-26m-46s, 29631, 31240000, 106.03, 8.14
09h-27m-00s, 29637, 31250000, 105.36, 8.72
09h-27m-12s, 29641, 31260000, 108.62, 14.19
09h-27m-25s, 29648, 31270000, 105.98, 10.41
09h-27m-44s, 29651, 31280000, 107.66, 9.84
09h-28m-01s, 29654, 31290000, 109.46, 12.80
09h-28m-19s, 29660, 31300000, 111.14, 16.68
09h-28m-36s, 29666, 31310000, 112.06, 16.52
09h-28m-48s, 29674, 31320000, 114.16, 17.23
09h-29m-00s, 29681, 31330000, 111.89, 13.71
09h-29m-13s, 29683, 31340000, 111.65, 13.22
09h-29m-25s, 29685, 31350000, 114.98, 16.87
09h-29m-36s, 29691, 31360000, 113.11, 15.03
09h-29m-48s, 29698, 31370000, 113.72, 16.97
09h-30m-01s, 29705, 31380000, 113.93, 16.29
09h-30m-13s, 29708, 31390000, 114.01, 16.75
09h-30m-37s, 29720, 31410000, 112.04, 17.60
09h-30m-49s, 29726, 31420000, 111.10, 17.97
09h-31m-05s, 29735, 31430000, 108.31, 15.19
09h-31m-23s, 29740, 31440000, 106.18, 15.08
09h-31m-41s, 29745, 31450000, 104.70, 13.95
09h-31m-58s, 29751, 31460000, 104.58, 16.21
09h-32m-17s, 29754, 31470000, 103.55, 14.98
09h-32m-35s, 29759, 31480000, 101.19, 13.11
09h-32m-52s, 29769, 31490000, 101.73, 14.03
09h-33m-10s, 29772, 31500000, 100.96, 14.09
09h-33m-29s, 29777, 31510000, 100.11, 12.71
09h-33m-46s, 29783, 31520000, 98.10, 10.81
09h-34m-03s, 29789, 31530000, 96.00, 8.51
09h-34m-21s, 29795, 31540000, 94.88, 6.78
09h-34m-39s, 29800, 31550000, 94.11, 4.96
09h-34m-57s, 29803, 31560000, 96.43, 7.87
09h-35m-14s, 29809, 31570000, 96.81, 9.16
09h-35m-32s, 29816, 31580000, 97.04, 11.07
09h-35m-50s, 29822, 31590000, 96.47, 7.76
09h-36m-09s, 29824, 31600000, 95.86, 6.91
09h-36m-27s, 29833, 31610000, 97.83, 8.33
09h-36m-44s, 29835, 31620000, 97.81, 8.10
09h-37m-02s, 29845, 31630000, 97.06, 8.26
09h-37m-19s, 29846, 31640000, 97.61, 8.67
09h-37m-38s, 29850, 31650000, 97.36, 6.72
09h-37m-55s, 29857, 31660000, 97.66, 6.32
09h-38m-13s, 29863, 31670000, 97.72, 5.66
09h-38m-29s, 29870, 31680000, 102.58, 11.23
09h-38m-44s, 29874, 31690000, 104.22, 13.46
09h-38m-58s, 29879, 31700000, 106.74, 16.87
09h-39m-09s, 29882, 31710000, 106.44, 16.36
09h-39m-20s, 29886, 31720000, 107.22, 16.97
09h-39m-33s, 29891, 31730000, 106.52, 14.62
09h-39m-46s, 29900, 31740000, 109.59, 19.18
09h-39m-58s, 29905, 31750000, 110.27, 18.32
09h-40m-08s, 29907, 31760000, 110.12, 17.23
09h-40m-21s, 29916, 31770000, 111.27, 17.37
09h-40m-35s, 29920, 31780000, 110.87, 16.88
09h-40m-47s, 29926, 31790000, 108.77, 15.36
09h-41m-00s, 29933, 31800000, 108.67, 14.32
09h-41m-12s, 29939, 31810000, 106.94, 12.54
09h-41m-25s, 29941, 31820000, 106.46, 12.65
09h-41m-37s, 29945, 31830000, 107.24, 13.79
09h-41m-51s, 29949, 31840000, 107.27, 13.11
09h-42m-03s, 29957, 31850000, 107.25, 13.09
09h-42m-15s, 29966, 31860000, 105.07, 10.32
09h-42m-28s, 29970, 31870000, 105.16, 9.42
09h-42m-40s, 29973, 31880000, 107.48, 12.09
09h-42m-54s, 29976, 31890000, 106.82, 10.57
09h-43m-06s, 29980, 31900000, 106.30, 9.34
09h-43m-18s, 29987, 31910000, 106.41, 9.73
09h-43m-31s, 29993, 31920000, 110.51, 14.20
09h-43m-44s, 30000, 31930000, 113.89, 16.05
09h-43m-56s, 30002, 31940000, 113.96, 15.22
09h-44m-09s, 30011, 31950000, 110.80, 12.42
09h-44m-22s, 30018, 31960000, 114.87, 20.79
09h-44m-35s, 30020, 31970000, 113.70, 20.01
09h-44m-47s, 30030, 31980000, 109.42, 16.74
09h-45m-00s, 30032, 31990000, 109.64, 16.12
09h-45m-12s, 30036, 32000000, 110.33, 17.21
09h-45m-38s, 30047, 32020000, 110.44, 18.34
09h-45m-50s, 30051, 32030000, 109.75, 17.06
09h-46m-04s, 30057, 32040000, 109.16, 15.25
09h-46m-16s, 30061, 32050000, 109.52, 14.15
09h-46m-29s, 30066, 32060000, 107.99, 12.47
09h-46m-41s, 30071, 32070000, 109.10, 12.07
09h-46m-55s, 30077, 32080000, 110.99, 13.48
09h-47m-08s, 30086, 32090000, 108.35, 10.45
09h-47m-20s, 30087, 32100000, 109.64, 12.46
09h-47m-33s, 30092, 32110000, 109.97, 13.90
09h-47m-46s, 30096, 32120000, 108.59, 13.53
09h-48m-10s, 30111, 32140000, 109.70, 14.07
09h-48m-21s, 30117, 32150000, 109.91, 12.70
09h-48m-34s, 30118, 32160000, 109.84, 12.25
09h-48m-45s, 30122, 32170000, 108.91, 9.99
09h-48m-57s, 30124, 32180000, 110.88, 12.30
09h-49m-10s, 30134, 32190000, 111.72, 12.59
09h-49m-22s, 30139, 32200000, 111.05, 11.55
09h-49m-33s, 30147, 32210000, 112.03, 11.57
09h-49m-45s, 30150, 32220000, 116.14, 14.52
09h-49m-57s, 30153, 32230000, 116.14, 15.54
09h-50m-10s, 30161, 32240000, 112.49, 12.44
09h-50m-21s, 30166, 32250000, 111.49, 11.18
09h-50m-34s, 30174, 32260000, 111.43, 10.31
09h-50m-44s, 30177, 32270000, 111.23, 10.30
09h-50m-57s, 30181, 32280000, 112.82, 14.06
09h-51m-08s, 30186, 32290000, 112.79, 15.65
09h-51m-21s, 30191, 32300000, 113.08, 15.45
09h-51m-34s, 30195, 32310000, 114.66, 15.90
09h-51m-45s, 30200, 32320000, 114.60, 14.31
09h-52m-09s, 30215, 32340000, 118.47, 20.44
09h-52m-21s, 30217, 32350000, 117.97, 19.33
09h-52m-33s, 30221, 32360000, 118.08, 20.25
09h-52m-46s, 30226, 32370000, 118.28, 19.64
09h-52m-59s, 30234, 32380000, 120.47, 24.03
09h-53m-10s, 30236, 32390000, 120.37, 23.93
09h-53m-22s, 30243, 32400000, 123.23, 24.91
09h-53m-33s, 30246, 32410000, 122.83, 23.65
09h-53m-45s, 30250, 32420000, 121.81, 22.13
09h-53m-57s, 30256, 32430000, 120.84, 20.08
09h-54m-09s, 30265, 32440000, 121.99, 22.46
09h-54m-22s, 30269, 32450000, 122.51, 21.71
09h-54m-33s, 30273, 32460000, 122.95, 22.72
09h-54m-45s, 30278, 32470000, 123.21, 24.58
09h-54m-58s, 30284, 32480000, 121.07, 21.27
09h-55m-10s, 30289, 32490000, 121.16, 23.11
09h-55m-21s, 30293, 32500000, 120.34, 21.92
09h-55m-33s, 30302, 32510000, 116.57, 18.59
09h-55m-46s, 30306, 32520000, 118.12, 20.82
09h-55m-57s, 30309, 32530000, 120.50, 24.00
09h-56m-09s, 30314, 32540000, 119.91, 21.66
09h-56m-22s, 30323, 32550000, 123.98, 30.60
09h-56m-33s, 30325, 32560000, 122.84, 29.54
09h-56m-46s, 30332, 32570000, 125.30, 32.12
09h-56m-57s, 30338, 32580000, 127.59, 33.03
09h-57m-09s, 30338, 32590000, 127.59, 33.03
09h-57m-21s, 30345, 32600000, 127.07, 30.83
09h-57m-22s, 30345, 32600000, 127.07, 30.83
09h-57m-33s, 30351, 32610000, 125.60, 28.64
09h-57m-45s, 30357, 32620000, 126.18, 29.24
09h-57m-57s, 30364, 32630000, 125.86, 28.76
09h-58m-10s, 30366, 32640000, 126.01, 27.87
09h-58m-21s, 30374, 32650000, 121.25, 22.69
09h-58m-34s, 30380, 32660000, 118.49, 20.13
09h-58m-45s, 30390, 32670000, 114.19, 18.96
09h-58m-57s, 30395, 32680000, 113.17, 17.70
09h-59m-10s, 30397, 32690000, 111.60, 16.77
09h-59m-22s, 30400, 32700000, 110.58, 15.86
09h-59m-34s, 30407, 32710000, 109.91, 15.77
09h-59m-46s, 30413, 32720000, 110.41, 15.82
09h-59m-57s, 30421, 32730000, 108.57, 13.65
10h-00m-10s, 30424, 32740000, 112.34, 18.52
10h-00m-22s, 30425, 32750000, 112.16, 17.97
10h-00m-35s, 30429, 32760000, 112.76, 17.22
10h-00m-48s, 30436, 32770000, 113.80, 17.37
10h-00m-59s, 30443, 32780000, 115.09, 18.18
10h-01m-11s, 30450, 32790000, 117.64, 20.52
10h-01m-22s, 30454, 32800000, 118.83, 18.37
10h-01m-34s, 30458, 32810000, 119.82, 19.68
10h-01m-46s, 30460, 32820000, 118.74, 18.52
10h-01m-59s, 30469, 32830000, 118.64, 20.74
10h-02m-10s, 30479, 32840000, 116.92, 21.03
10h-02m-23s, 30484, 32850000, 115.13, 18.70
10h-02m-35s, 30486, 32860000, 114.38, 18.06
10h-02m-47s, 30486, 32870000, 114.38, 18.06
10h-03m-00s, 30492, 32880000, 113.64, 17.98
10h-03m-11s, 30498, 32890000, 113.24, 15.88
10h-03m-23s, 30507, 32900000, 114.06, 15.89
10h-03m-36s, 30516, 32910000, 113.45, 13.21
10h-03m-48s, 30516, 32920000, 113.45, 13.21
10h-04m-00s, 30519, 32930000, 112.50, 12.90
10h-04m-12s, 30525, 32940000, 110.77, 10.99
10h-04m-24s, 30530, 32950000, 109.84, 7.70
10h-04m-35s, 30538, 32960000, 111.56, 7.93
10h-04m-48s, 30546, 32970000, 113.19, 11.42
10h-05m-00s, 30547, 32980000, 112.87, 10.49
10h-05m-11s, 30550, 32990000, 111.89, 10.00
10h-05m-24s, 30553, 33000000, 111.14, 8.79
10h-05m-36s, 30560, 33010000, 111.94, 10.01
10h-05m-48s, 30567, 33020000, 111.37, 8.30
10h-06m-00s, 30573, 33030000, 108.81, 5.27
10h-06m-12s, 30578, 33040000, 114.51, 11.00
10h-06m-24s, 30581, 33050000, 114.99, 11.06
10h-06m-35s, 30584, 33060000, 115.53, 13.51
10h-06m-48s, 30592, 33070000, 117.38, 17.20
10h-06m-59s, 30597, 33080000, 116.73, 15.22
10h-07m-13s, 30602, 33090000, 116.17, 13.57
10h-07m-24s, 30608, 33100000, 116.14, 14.10
10h-07m-37s, 30614, 33110000, 115.15, 13.24
10h-07m-49s, 30617, 33120000, 114.00, 12.65
10h-08m-00s, 30622, 33130000, 116.52, 15.47
10h-08m-13s, 30624, 33140000, 115.81, 14.77
10h-08m-25s, 30631, 33150000, 115.30, 14.62
10h-08m-36s, 30638, 33160000, 117.02, 16.42
10h-08m-49s, 30646, 33170000, 114.89, 14.75
10h-09m-01s, 30648, 33180000, 115.89, 15.79
10h-09m-13s, 30652, 33190000, 117.65, 17.76
10h-09m-25s, 30657, 33200000, 117.17, 16.52
10h-09m-37s, 30663, 33210000, 116.76, 14.77
10h-09m-50s, 30665, 33220000, 116.17, 13.99
10h-10m-01s, 30670, 33230000, 117.88, 14.92
10h-10m-12s, 30678, 33240000, 122.73, 22.67
10h-10m-24s, 30684, 33250000, 125.55, 27.27
10h-10m-37s, 30688, 33260000, 124.94, 25.51
10h-10m-49s, 30694, 33270000, 124.26, 23.37
10h-11m-01s, 30698, 33280000, 125.23, 27.28
10h-11m-13s, 30704, 33290000, 123.91, 26.70
10h-11m-26s, 30708, 33300000, 126.26, 29.76
10h-11m-37s, 30714, 33310000, 128.33, 33.73
10h-11m-49s, 30718, 33320000, 126.67, 31.06
10h-12m-02s, 30724, 33330000, 128.73, 30.45
10h-12m-13s, 30730, 33340000, 128.31, 30.07
10h-12m-26s, 30731, 33350000, 127.90, 29.18
10h-12m-38s, 30737, 33360000, 126.92, 28.29
10h-12m-50s, 30742, 33370000, 126.10, 27.41
10h-13m-01s, 30748, 33380000, 131.80, 37.14
10h-13m-13s, 30755, 33390000, 130.40, 34.29
10h-13m-26s, 30759, 33400000, 131.63, 36.10
10h-13m-38s, 30762, 33410000, 131.78, 34.49
10h-13m-50s, 30769, 33420000, 130.64, 33.19
10h-14m-01s, 30774, 33430000, 133.84, 37.40
10h-14m-13s, 30779, 33440000, 135.13, 37.51
10h-14m-25s, 30785, 33450000, 133.42, 33.00
10h-14m-37s, 30789, 33460000, 131.62, 31.43
10h-14m-49s, 30795, 33470000, 130.60, 32.06
10h-15m-00s, 30799, 33480000, 132.11, 34.02
10h-15m-13s, 30806, 33490000, 129.63, 30.38
10h-15m-24s, 30809, 33500000, 128.40, 28.86
10h-15m-36s, 30813, 33510000, 129.38, 28.25
10h-15m-48s, 30815, 33520000, 127.82, 26.84
10h-15m-48s, 30815, 33520000, 127.82, 26.84
10h-16m-00s, 30823, 33530000, 131.89, 31.19
10h-16m-13s, 30827, 33540000, 130.70, 29.38
10h-16m-23s, 30833, 33550000, 132.89, 30.02
10h-16m-36s, 30839, 33560000, 133.03, 28.87
10h-16m-47s, 30843, 33570000, 132.98, 27.35
10h-16m-59s, 30845, 33580000, 131.43, 25.77
10h-17m-11s, 30854, 33590000, 129.81, 22.13
10h-17m-23s, 30860, 33600000, 129.10, 21.67
10h-17m-37s, 30865, 33610000, 128.94, 23.63
10h-17m-47s, 30868, 33620000, 126.72, 22.44
10h-18m-00s, 30877, 33630000, 126.65, 23.29
10h-18m-13s, 30879, 33640000, 126.46, 22.75
10h-18m-24s, 30884, 33650000, 124.71, 21.54
10h-18m-37s, 30892, 33660000, 123.47, 20.18
10h-18m-49s, 30896, 33670000, 125.45, 24.79
10h-19m-01s, 30901, 33680000, 123.48, 22.96
10h-19m-12s, 30905, 33690000, 122.72, 22.60
10h-19m-24s, 30909, 33700000, 124.81, 23.61
10h-19m-36s, 30915, 33710000, 129.77, 28.75
10h-19m-49s, 30923, 33720000, 129.86, 26.93
10h-20m-00s, 30926, 33730000, 129.68, 25.03
10h-20m-00s, 30926, 33730000, 129.68, 25.03
10h-20m-12s, 30930, 33740000, 129.52, 24.91
10h-20m-25s, 30933, 33750000, 131.68, 25.86
10h-20m-37s, 30938, 33760000, 131.77, 24.71
10h-20m-49s, 30947, 33770000, 132.54, 24.93
10h-21m-01s, 30950, 33780000, 131.35, 23.01
10h-21m-25s, 30959, 33800000, 133.81, 26.09
10h-21m-37s, 30965, 33810000, 136.04, 29.25
10h-21m-50s, 30973, 33820000, 136.92, 30.76
10h-22m-00s, 30977, 33830000, 137.36, 30.90
10h-22m-12s, 30982, 33840000, 136.99, 31.54
10h-22m-24s, 30984, 33850000, 136.30, 30.99
10h-22m-37s, 30992, 33860000, 137.66, 34.03
10h-22m-49s, 30995, 33870000, 137.64, 35.38
10h-23m-01s, 31001, 33880000, 138.35, 36.47
10h-23m-14s, 31007, 33890000, 139.34, 40.10
10h-23m-26s, 31011, 33900000, 137.98, 38.51
10h-23m-38s, 31014, 33910000, 136.14, 37.46
10h-23m-49s, 31020, 33920000, 139.29, 40.91
10h-24m-04s, 31025, 33930000, 138.10, 40.05
10h-24m-15s, 31032, 33940000, 142.00, 47.75
10h-24m-26s, 31038, 33950000, 140.09, 45.01
10h-24m-38s, 31042, 33960000, 138.62, 42.84
10h-24m-51s, 31047, 33970000, 136.16, 41.02
10h-25m-02s, 31051, 33980000, 136.83, 43.18
10h-25m-15s, 31058, 33990000, 136.87, 44.50
10h-25m-27s, 31063, 34000000, 135.27, 41.35
10h-25m-38s, 31068, 34010000, 136.00, 41.23
10h-25m-51s, 31069, 34020000, 135.74, 40.45
10h-26m-03s, 31074, 34030000, 135.25, 39.94
10h-26m-16s, 31081, 34040000, 135.80, 39.46
10h-26m-27s, 31087, 34050000, 132.16, 37.13
10h-26m-40s, 31091, 34060000, 132.96, 39.36
10h-26m-52s, 31096, 34070000, 135.97, 44.34
10h-27m-03s, 31103, 34080000, 134.52, 42.19
10h-27m-15s, 31106, 34090000, 135.71, 44.34
10h-27m-27s, 31110, 34100000, 133.33, 41.87
10h-27m-39s, 31119, 34110000, 134.48, 43.56
10h-27m-51s, 31122, 34120000, 132.86, 41.42
10h-28m-04s, 31125, 34130000, 132.24, 41.26
10h-28m-16s, 31132, 34140000, 131.76, 41.34
10h-28m-28s, 31136, 34150000, 130.86, 40.10
10h-28m-40s, 31143, 34160000, 127.98, 38.52
10h-28m-53s, 31148, 34170000, 129.01, 39.49
10h-29m-06s, 31153, 34180000, 127.41, 35.76
10h-29m-17s, 31156, 34190000, 126.23, 34.05
10h-29m-30s, 31163, 34200000, 129.36, 37.85
10h-29m-40s, 31169, 34210000, 129.04, 39.41
10h-29m-53s, 31173, 34220000, 127.54, 36.35
10h-30m-05s, 31177, 34230000, 126.41, 34.51
10h-30m-17s, 31183, 34240000, 124.29, 32.46
10h-30m-31s, 31190, 34250000, 125.87, 34.05
10h-30m-41s, 31195, 34260000, 126.36, 34.71
10h-30m-54s, 31199, 34270000, 123.55, 32.34
10h-31m-06s, 31204, 34280000, 125.52, 34.68
10h-31m-17s, 31208, 34290000, 124.82, 33.77
10h-31m-29s, 31214, 34300000, 126.77, 37.00
10h-31m-42s, 31219, 34310000, 127.17, 36.87
10h-31m-53s, 31224, 34320000, 129.06, 38.05
10h-32m-06s, 31229, 34330000, 131.78, 42.75
10h-32m-18s, 31234, 34340000, 132.85, 44.68
10h-32m-30s, 31242, 34350000, 132.00, 41.59
10h-32m-43s, 31244, 34360000, 130.74, 40.19
10h-32m-55s, 31248, 34370000, 129.85, 39.42
10h-33m-06s, 31252, 34380000, 129.61, 37.62
10h-33m-19s, 31260, 34390000, 129.72, 37.90
10h-33m-31s, 31264, 34400000, 132.20, 39.51
10h-33m-43s, 31269, 34410000, 131.13, 36.04
10h-33m-55s, 31273, 34420000, 133.05, 36.03
10h-34m-07s, 31279, 34430000, 132.63, 37.24
10h-34m-19s, 31286, 34440000, 134.41, 38.44
10h-34m-31s, 31290, 34450000, 134.34, 38.87
10h-34m-43s, 31292, 34460000, 133.50, 38.04
10h-34m-55s, 31299, 34470000, 130.83, 34.32
10h-35m-08s, 31304, 34480000, 130.27, 34.01
10h-35m-21s, 31312, 34490000, 128.63, 30.74
10h-35m-32s, 31313, 34500000, 130.13, 31.77
10h-35m-44s, 31318, 34510000, 129.42, 30.52
10h-35m-55s, 31323, 34520000, 129.14, 28.78
10h-36m-08s, 31333, 34530000, 127.67, 27.41
10h-36m-20s, 31337, 34540000, 128.90, 29.64
10h-36m-32s, 31342, 34550000, 126.51, 26.66
10h-36m-45s, 31346, 34560000, 125.45, 25.85
10h-36m-56s, 31350, 34570000, 125.67, 27.59
10h-37m-09s, 31357, 34580000, 123.75, 24.67
10h-37m-22s, 31363, 34590000, 123.40, 25.35
10h-37m-33s, 31369, 34600000, 122.74, 24.82
10h-37m-45s, 31372, 34610000, 122.83, 24.34
10h-37m-56s, 31377, 34620000, 122.53, 25.73
10h-38m-08s, 31382, 34630000, 123.86, 29.69
10h-38m-21s, 31386, 34640000, 127.93, 34.49
10h-38m-34s, 31396, 34650000, 130.70, 36.24
10h-38m-45s, 31401, 34660000, 132.86, 41.05
10h-38m-58s, 31405, 34670000, 131.22, 38.46
10h-39m-10s, 31408, 34680000, 131.24, 37.40
10h-39m-22s, 31411, 34690000, 130.37, 37.34
10h-39m-34s, 31415, 34700000, 129.86, 36.04
10h-39m-46s, 31421, 34710000, 129.08, 33.98
10h-39m-57s, 31431, 34720000, 133.23, 37.38
10h-40m-11s, 31433, 34730000, 134.71, 39.67
10h-40m-22s, 31439, 34740000, 132.02, 37.66
10h-40m-34s, 31440, 34750000, 131.51, 37.95
10h-40m-47s, 31445, 34760000, 131.30, 37.53
10h-40m-58s, 31450, 34770000, 131.15, 36.41
10h-41m-10s, 31458, 34780000, 131.81, 36.15
10h-41m-22s, 31461, 34790000, 131.24, 34.98
10h-41m-34s, 31469, 34800000, 132.31, 37.28
10h-41m-47s, 31475, 34810000, 131.04, 35.71
10h-41m-59s, 31480, 34820000, 128.95, 33.71
10h-42m-12s, 31484, 34830000, 129.23, 34.86
10h-42m-25s, 31487, 34840000, 128.71, 33.63
10h-42m-35s, 31493, 34850000, 127.64, 32.66
10h-42m-48s, 31500, 34860000, 127.63, 30.41
10h-43m-00s, 31506, 34870000, 127.42, 32.04
10h-43m-11s, 31511, 34880000, 128.19, 33.49
10h-43m-24s, 31514, 34890000, 127.82, 32.65
10h-43m-37s, 31519, 34900000, 127.55, 31.18
10h-43m-49s, 31525, 34910000, 127.17, 26.98
10h-44m-00s, 31529, 34920000, 127.71, 28.95
10h-44m-12s, 31537, 34930000, 130.12, 30.34
10h-44m-25s, 31542, 34940000, 130.39, 31.43
10h-44m-37s, 31545, 34950000, 132.44, 33.26
10h-44m-49s, 31552, 34960000, 128.58, 28.78
10h-45m-01s, 31557, 34970000, 127.69, 27.09
10h-45m-13s, 31560, 34980000, 127.79, 27.06
10h-45m-26s, 31567, 34990000, 127.80, 26.18
10h-45m-37s, 31571, 35000000, 128.22, 25.77
